link,listing_title,listing_mileage,primary_price,deal_gauge,exterior_color,interior_color,drivetrain,mpg,fuel_type,transmission,engine,vin,stock_number,vehicle_history,seller_name,price_history
https://www.cars.com/vehicledetail/8e2e6bbb-9a49-4158-82f8-eb1ddc70e7e5/,2020 Ford F-150 Lariat,"30,368 mi.","$43,996","Great Deal $3,896 under",Magma Red Metallic,Black,Four-wheel Drive,16–22,Gasoline,10-Speed Shiftable Automatic,3.5,1FTEW1E43LFB93025,CSB93025,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",ClearShift,"[('9/28/23', 'Listed', '$47,993'), ('10/21/23', '-$1,996', '$45,997'), ('11/09/23', '-$2,001', '$43,996')]"
https://www.cars.com/vehicledetail/f4d056b9-c440-4997-b84b-544683e0f0b4/,2020 RAM 1500 Limited,"38,373 mi.","$47,769","Good Deal $1,057 under",Ivory Tri-Coat Pearl,Black,Four-wheel Drive,14–11,Gasoline,8-Speed Shiftable Automatic,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w",1C6SRFHT3LN228301,CS228301,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",ClearShift,"[('9/28/23', 'Listed', '$51,698'), ('10/21/23', '-$1,035', '$50,663'), ('10/23/23', '-$666', '$49,997'), ('11/01/23', '-$2,002', '$47,995'), ('11/09/23', '-$226', '$47,769')]"
https://www.cars.com/vehicledetail/5063499b-bb2d-426b-b8c7-b3a673299267/,2022 BMW X1 xDrive28i,"32,749 mi.","$29,900",This is a good deal.,Jet Black,Beige,All-wheel Drive,23–31,Gasoline,8-Speed Shiftable Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",WBXJG9C02N5V43220,11317,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",Maaliki Motors,"[('9/28/23', 'Listed', '$32,990'), ('9/29/23', '+$2,000', '$34,990'), ('10/04/23', '-$3,000', '$31,990'), ('10/07/23', '-$2,000', '$29,990')]"
https://www.cars.com/vehicledetail/6a2aa366-7ec6-47de-a71a-620d4a0395c2/,2022 BMW X1 xDrive28i,"37,141 mi.","$29,500",Great Deal $985 under,Alpine White,Beige,All-wheel Drive,23–31,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",WBXJG9C0XN5V37651,11318,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",Maaliki Motors,"[('9/28/23', 'Listed', '$32,990'), ('9/29/23', '+$2,000', '$34,990'), ('10/04/23', '-$3,000', '$31,990'), ('10/07/23', '-$2,490', '$29,500')]"
https://www.cars.com/vehicledetail/2d5bc14f-e483-4bd4-b342-858c02b74231/,2020 GMC Sierra 1500 Denali,"62,082 mi.","$47,487",Good Deal $34 under,Silver,–,Four-wheel Drive,16–22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,3GTU9FEL6LG327287,B48123,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Family Trucks and Vans,"[('9/28/23', 'Listed', '$49,487'), ('10/20/23', '-$2,000', '$47,487')]"
https://www.cars.com/vehicledetail/d677c08d-fb62-4d49-b899-ac2eb4a7b63f/,2024 Volvo S60 B5 Ultimate Dark Theme,453 mi.,"$44,559",This is a good deal.,Denim Blue Metallic,Blond,All-wheel Drive,25–33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7JRL12TM2RG284726,VTRG284726,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",McDonald Volvo Cars,"[('9/28/23', 'Listed', '$47,559'), ('10/10/23', '-$1,000', '$46,559'), ('10/28/23', '-$1,000', '$45,559'), ('11/10/23', '-$1,000', '$44,559')]"
https://www.cars.com/vehicledetail/e0d6ec54-9d9f-435a-9a68-6ef926631348/,2014 Land Rover LR2 Base,"172,814 mi.","$6,988","Great Deal $1,451 under",Santorini Black,Ebony,Four-wheel Drive,17–24,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALFR2BG9EH403420,12792,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/66f2fd7b-8404-4cd3-867b-affac4779253/,2008 Pontiac G6 1SV Value Leader,"175,963 mi.","$2,988",,Burgundy,Black,Front-wheel Drive,22–30,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,1G2ZF57B284149691,12793,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/ef9568fa-d525-4731-973c-1a0bcca8689e/,2004 Dodge Durango Limited,"230,859 mi.","$2,988",Great Deal $60 under,Black Clearcoat,Black,Four-wheel Drive,14–18,Gasoline,Automatic,4.7L V8 16V MPFI SOHC,1D4HB58N74F104193,12796,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/9fc52fec-1495-410a-be1e-dfbc2aba573b/,2007 Subaru Forester 2.5X,"162,302 mi.","$4,988",,Champagne Gold Opal,Beige,All-wheel Drive,23–28,Gasoline,4-Speed Automatic,2.5L H4 16V MPFI SOHC,JF1SG63617H730167,12790,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/438efc35-2822-4ead-bd73-45374a585678/,2008 Subaru Outback 2.5XT Limited,"104,295 mi.","$9,988",Great Deal $586 under,Quartz Silver Metallic,Off Black,All-wheel Drive,18–24,Gasoline,5-Speed Automatic,2.5L H4 16V MPFI DOHC Turbo,4S4BP63C484325599,12795,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Econo Auto Sales Inc,[]
https://www.cars.com/vehicledetail/fdb0c922-4c61-4bef-bb19-fed9d6ca0883/,2016 Acura MDX 3.5L,"94,936 mi.","$20,399",This is a good deal.,Gray,Ebony,All-wheel Drive,18–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H25GB040881,14507,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",ETHIO Motors,[]
https://www.cars.com/vehicledetail/c4409796-af0e-47c0-b8be-e1a85873075a/,2016 Toyota Corolla LE,"92,612 mi.","$13,981",This is a good deal.,Black Sand Pearl,Ash,Front-wheel Drive,–,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFBURHE5GP498309,GP498309,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Courtesy Acura,"[('10/20/23', 'Listed', '$14,581'), ('10/26/23', '-$400', '$14,181'), ('11/02/23', '-$200', '$13,981')]"
https://www.cars.com/vehicledetail/eed0026d-1ed9-4095-9d9d-afa97077688b/,2019 Jeep Wrangler Unlimited Sahara,"51,299 mi.","$37,581",This is a good deal.,Firecracker Red Clearcoat,Black,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXEN7KW644723,KW644723,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Courtesy Acura,"[('10/20/23', 'Listed', '$38,581'), ('10/26/23', '-$400', '$38,181'), ('11/02/23', '-$200', '$37,981'), ('11/09/23', '-$400', '$37,581')]"
https://www.cars.com/vehicledetail/1bdec7e6-9c66-42be-9848-8d379d570f59/,2023 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"6,810 mi.","$38,970",Good Deal $448 under,Deep Black Pearl Effect,Titan Black,All-wheel Drive,18–24,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HE2CA4PC211035,TPC211035,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",McDonald Volkswagen,"[('9/28/23', 'Listed', '$40,970'), ('10/10/23', '-$1,000', '$39,970'), ('10/28/23', '-$400', '$39,570'), ('11/10/23', '-$600', '$38,970')]"
https://www.cars.com/vehicledetail/70f83f59-cc05-42ea-8733-c6247e025250/,2011 Mercedes-Benz E-Class E 350 4MATIC,"66,492 mi.","$13,999",Great Deal $637 under,Black,Black,All-wheel Drive,17–24,Gasoline,7-Speed Automatic,3.5L V6 24V MPFI DOHC,WDDHF8HB1BA362573,362573,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",CTS Auto,"[('9/28/23', 'Listed', '$14,999'), ('10/12/23', '-$500', '$14,499'), ('10/21/23', '-$100', '$14,399'), ('10/31/23', '-$400', '$13,999')]"
https://www.cars.com/vehicledetail/b20fa7aa-e273-49f6-9116-c08a6533a8f7/,2022 Audi Q5 45 S line quattro Premium,"10,677 mi.","$38,492",This is a good deal.,Mythos Black Metallic,Rock Gray,All-wheel Drive,23–28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1GAAFY1N2090876,P12034,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Prestige Audi,"[('10/11/23', 'Listed', '$39,491'), ('10/19/23', '-$500', '$38,991'), ('11/02/23', '-$499', '$38,492')]"
https://www.cars.com/vehicledetail/ec91ec4a-cd95-4e73-89c0-87f6746664fd/,2023 BMW X5 xDrive40i,"10,971 mi.","$71,925",This is a fair deal. Why?,Mineral White Metallic,Black,All-wheel Drive,21–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C06P9R56489,B240362A,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Schomp BMW,"[('9/28/23', 'Listed', '$74,925'), ('10/27/23', '-$2,000', '$72,925'), ('11/02/23', '-$1,000', '$71,925')]"
https://www.cars.com/vehicledetail/73b2b361-e9cb-4770-af52-c7ac7ad5b876/,2022 Ford Escape SEL,"35,533 mi.","$23,389",Great Deal $657 under,Oxford White,Ebony,All-wheel Drive,23–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9H91NUA44576,RNUA44576,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",EchoPark Automotive Centennial,"[('9/28/23', 'Listed', '$26,239'), ('10/07/23', '-$130', '$26,109'), ('10/12/23', '-$500', '$25,609'), ('10/14/23', '-$140', '$25,469'), ('10/18/23', '-$480', '$24,989'), ('10/27/23', '-$1,000', '$23,989'), ('11/02/23', '-$500', '$23,489'), ('11/11/23', '-$100', '$23,389')]"
https://www.cars.com/vehicledetail/9aafdb73-582c-4fcf-943a-c4bd48c8698a/,2019 Toyota Highlander Hybrid Limited,"37,799 mi.","$38,989",This is a good deal.,Shoreline Blue Pearl,Saddle Tan,All-wheel Drive,29–27,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, VVT-iW variable valve cont",5TDDGRFHXKS061712,PA061712,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",AutoTrek,[]
https://www.cars.com/vehicledetail/92ef08fe-b659-492f-a9df-36a592644bc1/,2019 Audi Q5 2.0T Premium Plus,"40,432 mi.","$29,489",Good Deal $119 under,Brilliant Black,Tan,All-wheel Drive,22–27,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",WA1BNAFY9K2121916,PW121916,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",AutoTrek,"[('9/28/23', 'Listed', '$29,989'), ('10/19/23', '-$300', '$29,689'), ('10/28/23', '-$200', '$29,489')]"
https://www.cars.com/vehicledetail/23ccd940-c118-45c0-93ef-c98bf6be969d/,2018 Ford F-150 Lariat,"61,627 mi.","$35,791",Good Deal $714 under,Blue Jeans Metallic,Black,Four-wheel Drive,17–23,Gasoline,10-Speed Shiftable Automatic,"EcoBoost 3.5L V-6 port/direct injection, DOHC, Ti-VCT variable v",1FTEW1EGXJKF57696,CSF57696,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",ClearShift,"[('9/28/23', 'Listed', '$39,998'), ('10/21/23', '-$1,001', '$38,997'), ('11/09/23', '-$3,206', '$35,791')]"
https://www.cars.com/vehicledetail/a6a2f8ef-822a-4c06-aa75-242eda477ae8/,2017 Audi A4 2.0T Premium Plus,"76,648 mi.","$20,988",This is a good deal.,Blue,Brown,All-wheel Drive,24–31,Gasoline,7-Speed Double Clutch,2.0,WAUENAF49HN016992,N1177,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Motorcars of Denver,"[('9/28/23', 'Listed', '$21,788'), ('10/19/23', '-$800', '$20,988')]"
https://www.cars.com/vehicledetail/3d772c8c-7ecb-4aeb-9327-35ce3e26b65e/,2019 Bentley Bentayga V8,"22,093 mi.","$112,000","Great Deal $5,219 under",Cricket Ball,Linen,All-wheel Drive,14–23,Gasoline,Automatic,"4L V-8 gasoline direct injection, DOHC, variable valve control,",SJAAM2ZV6KC026026,KC026026,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Bentley Denver,"[('9/28/23', 'Listed', '$114,194'), ('11/03/23', '-$2,590', '$111,604'), ('11/07/23', '+$396', '$112,000')]"
https://www.cars.com/vehicledetail/cab8444c-45db-49dd-9196-23117ffa8280/,2018 Chevrolet Colorado LT,"122,705 mi.","$20,495",Great Deal $962 under,Silver Ice Metallic,Jet Black,Four-wheel Drive,17–24,Gasoline,"Automatic, 8-Spd","3.6L V-6 gasoline direct injection, DOHC, variable valve control",1GCHTCENXJ1216465,216465,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",Expert Motors,[]
https://www.cars.com/vehicledetail/c337be5b-26c7-4a13-bd4e-1692556581a7/,2015 Kia Forte LX,"18,723 mi.","$11,495","Great Deal $1,342 under",Silky Silver,Gray,Front-wheel Drive,26–39,Gasoline,"Auto, 6-Spd w/Sportmatic & Active ECO System","1.8L I-4 DOHC, D-CVVT variable valve control, regular unleaded,",KNAFX4A63F5381769,381769,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",Expert Motors,[]
https://www.cars.com/vehicledetail/d9631ce2-9ba4-42b3-9ca1-5380bc9a6813/,2020 Subaru Outback 2.5i Premium,"21,019 mi.","$24,900","Great Deal $2,233 under",–,–,All-wheel Drive,26–33,Gasoline,Automatic,"2.5L H-4 gasoline direct injection, DOHC, variable valve control",4S4BTACC6L3175508,175508,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",King Auto,"[('9/29/23', 'Listed', '$22,900'), ('10/27/23', '+$2,000', '$24,900')]"
https://www.cars.com/vehicledetail/0c8d74ad-27e2-4b65-9fc7-15a07d08344c/,2019 Toyota RAV4 LE,"65,498 mi.","$25,989",This is a good deal.,Silver Sky Metallic,Gray,All-wheel Drive,25–33,Gasoline,Automatic,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",2T3F1RFV4KC056795,PA056795,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",AutoTrek,[]
https://www.cars.com/vehicledetail/6649985e-908f-420f-a0bc-0a3ea3f8d1aa/,2019 Toyota Prius Prime Plus,"55,479 mi.","$25,489",This is a fair deal. Why?,Magnetic Gray Metallic,Black,Front-wheel Drive,55–0,Gasoline,Automatic,"1.8L I-4 DOHC, VVT-i variable valve control, regular unleaded, e",JTDKARFP5K3105925,PA105925,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",AutoTrek,[]
https://www.cars.com/vehicledetail/4cda2e3d-d525-45f8-843a-e2b0830957a3/,2011 Subaru Impreza WRX,"141,243 mi.","$13,699",Good Deal $125 under,Obsidian Black Pearl,Carbon Black,All-wheel Drive,19–25,Gasoline,Manual,"2.5L H-4 DOHC, variable valve control, intercooled turbo, premiu",JF1GR7E66BG832646,-832646,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Cars With Altitude,"[('9/29/23', 'Listed', '$14,799'), ('10/06/23', '-$500', '$14,299'), ('10/20/23', '-$100', '$14,199'), ('10/26/23', '-$100', '$14,099'), ('11/02/23', '-$300', '$13,799'), ('11/09/23', '-$100', '$13,699')]"
https://www.cars.com/vehicledetail/3adb44e2-9b72-473a-8b4d-d7787741d16c/,2011 Subaru Impreza WRX,"123,312 mi.","$15,499",This is a fair deal. Why?,Spark Silver Metallic,Carbon Black,All-wheel Drive,19–25,Gasoline,Manual,"2.5L H-4 DOHC, variable valve control, intercooled turbo, premiu",JF1GR7E66BG817791,-817791,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Cars With Altitude,"[('9/29/23', 'Listed', '$16,799'), ('10/06/23', '-$500', '$16,299'), ('10/20/23', '-$100', '$16,199'), ('10/26/23', '-$100', '$16,099'), ('11/02/23', '-$300', '$15,799'), ('11/09/23', '-$200', '$15,599'), ('11/10/23', '-$100', '$15,499')]"
https://www.cars.com/vehicledetail/8a08aab0-e85d-4b31-842b-4d00b27dc0d9/,2023 Chevrolet Tahoe 4WD High Country,"1,575 mi.","$77,979",This is a good deal.,Off white,Black,Four-wheel Drive,14–18,Gasoline,10-Speed Shiftable Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr",1GNSKTKL2PR300826,CS300826,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",ClearShift,"[('9/29/23', 'Listed', '$81,997'), ('10/17/23', '-$2,016', '$79,981'), ('10/31/23', '-$2,002', '$77,979')]"
https://www.cars.com/vehicledetail/3f56a1af-24fd-4184-bb39-6cd78c12d287/,2021 Kia Sportage S,"37,245 mi.","$28,530",This is a fair deal. Why?,Sparkling Silver,Gray,All-wheel Drive,21–25,Gasoline,6-Speed Automatic Electronic with Overdrive,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",KNDPNCACXM7845607,23B52235,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'No', 'Open recall': 'At least 1 open recall reported'}",HM Brown and Associates,[]
https://www.cars.com/vehicledetail/6ea64906-cda5-4100-a11c-6400d9b266a3/,2018 Ford Escape SE,"47,067 mi.","$18,498",This is a good deal.,Shadow Black,Charcoal Black,Four-wheel Drive,22–28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD4JUA55054,JUA55054,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",AutoNation Subaru Arapahoe,"[('9/29/23', 'Listed', '$20,998'), ('10/25/23', '-$1,000', '$19,998'), ('10/27/23', '-$102', '$19,896'), ('10/31/23', '+$1,801', '$21,697'), ('11/02/23', '-$2,530', '$19,167'), ('11/03/23', '-$344', '$18,823'), ('11/04/23', '+$175', '$18,998'), ('11/08/23', '-$500', '$18,498')]"
https://www.cars.com/vehicledetail/a8761702-1301-445b-a72e-22af7d830ad4/,2016 Nissan Rogue S,"86,097 mi.","$13,487",Great Deal $483 under,Cayenne Red,Charcoal,All-wheel Drive,25–32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MV6GP638123,B48120,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes', 'Open recall': 'At least 1 open recall reported'}",Family Trucks and Vans,"[('9/29/23', 'Listed', '$14,487'), ('10/31/23', '-$1,000', '$13,487')]"
https://www.cars.com/vehicledetail/9569079a-8bfe-4475-8c22-b5bd31788fa2/,2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"47,002 mi.","$41,492",This is a good deal.,Black,–,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDC0G6EB4KF504439,240019B,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Prestige Audi,"[('10/11/23', 'Listed', '$42,491'), ('10/19/23', '-$500', '$41,991'), ('11/06/23', '-$499', '$41,492')]"
https://www.cars.com/vehicledetail/f1d1faec-ae2e-41d0-af28-1bbbbaf29339/,2015 Nissan Murano Platinum,"98,284 mi.","$16,694",This is a good deal.,Pacific Sunset,Black,All-wheel Drive,21–28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2MH0FN232482,FN232482,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Holman Honda,"[('10/16/23', 'Listed', '$17,742'), ('10/20/23', '-$749', '$16,993'), ('10/23/23', '-$251', '$16,742')]"
https://www.cars.com/vehicledetail/dbbf8e02-c0ad-40cb-901b-02e8c28cab1b/,2018 Chevrolet Cruze LS,"43,086 mi.","$15,491",This is a good deal.,Red,Jet Black,Front-wheel Drive,29–40,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,1G1BC5SM3J7184199,J7184199,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",AutoNation Chrysler Dodge Jeep Ram Southwest,"[('9/29/23', 'Listed', '$15,999'), ('10/27/23', '+$699', '$16,698'), ('10/28/23', '-$1,349', '$15,349'), ('10/30/23', '+$650', '$15,999'), ('11/02/23', '-$508', '$15,491')]"
https://www.cars.com/vehicledetail/7a9f352a-d335-4f1c-a7ca-dabf1d3006ef/,2018 Jeep Wrangler Unlimited Sahara,"4,680 mi.","$39,991",This is a good deal.,Bright White Clearcoat,Black,Four-wheel Drive,17–23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXEG3JW106231,JW106231,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",AutoNation Chrysler Jeep Arapahoe,"[('9/29/23', 'Listed', '$40,954'), ('10/27/23', '+$699', '$41,653'), ('10/28/23', '-$2,337', '$39,316'), ('10/31/23', '+$1,638', '$40,954'), ('11/02/23', '-$963', '$39,991')]"
https://www.cars.com/vehicledetail/5442b41c-2556-4127-9d26-babc9be92c06/,2020 Jeep Grand Cherokee Overland,"51,288 mi.","$33,999","Great Deal $1,175 under",Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFCG0LC216952,LC216952,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",AutoNation Chrysler Dodge Jeep Ram Southwest,"[('9/29/23', 'Listed', '$34,999'), ('10/27/23', '+$699', '$35,698'), ('10/28/23', '-$2,099', '$33,599'), ('10/30/23', '+$1,400', '$34,999'), ('11/07/23', '-$1,000', '$33,999')]"
https://www.cars.com/vehicledetail/24376ee2-701f-442e-b54e-5941752567b0/,2003 Toyota MR2 Base (M5),"125,027 mi.","$11,900",This is a good deal.,Black,Gray,Rear-wheel Drive,26–32,Gasoline,5-Speed Manual,1.8L I4 16V MPFI DOHC,JTDFR320030057902,8MS0350,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'No', 'Personal use only': 'Yes'}",Schomp Mazda,"[('10/31/23', 'Listed', '$12,400'), ('11/07/23', '-$500', '$11,900')]"
https://www.cars.com/vehicledetail/3e68629d-e40c-43d8-ad6f-7977c3ce9fae/,2021 Honda Passport Sport,"17,394 mi.","$30,995",Great Deal $992 under,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H20MB004899,8MP1989,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Schomp Mazda,"[('10/23/23', 'Listed', '$31,995'), ('10/31/23', '-$1,000', '$30,995')]"
https://www.cars.com/vehicledetail/965cfef4-40f0-4281-b477-576016b11d68/,2021 Mazda CX-30 Base,"33,696 mi.","$22,739",This is a good deal.,Jet Black Mica,Black,All-wheel Drive,24–31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,3MVDMBAL1MM247703,MTMM247703,"{'Accidents or damage': 'At least 1 accident or damage reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",McDonald Mazda South,"[('9/29/23', 'Listed', '$24,739'), ('10/10/23', '-$500', '$24,239'), ('10/28/23', '-$1,000', '$23,239'), ('11/10/23', '-$500', '$22,739')]"
https://www.cars.com/vehicledetail/f6b80dcd-4f18-4c7e-88b5-4a14d8afab01/,2021 Mazda CX-30 Premium Package,"16,805 mi.","$28,739",This is a fair deal. Why?,Polymetal Gray Metallic,White / Brown,All-wheel Drive,24–31,Gasoline,6-Speed Automatic,2.5L I4 16V,3MVDMBDL3MM202435,MTMM202435,"{'Accidents or damage': 'None reported', 'Clean title': 'Yes', '1-owner vehicle': 'Yes', 'Personal use only': 'No'}",McDonald Mazda South,"[('9/29/23', 'Listed', '$29,739'), ('10/10/23', '-$500', '$29,239'), ('10/30/23', '-$500', '$28,739')]"
https://www.cars.com/vehicledetail/7fa79a41-e126-4c8b-93b1-6bca8c13e339/,2020 Subaru WRX STI Base,"24,703 mi.","$38,990",This is a good deal.,Lapis Blue Pearl,Black,All-wheel Drive,16–22,Gasoline,6-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,JF1VA2E62L9822493,K14675,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Colorado Auto Finders,[]
https://www.cars.com/vehicledetail/71d6108d-5a1c-4f56-ba58-c3ed85e47460/,2018 Mercedes-Benz GLC 300 Base 4MATIC,"76,605 mi.","$23,491",Great Deal $893 under,Black,Black,All-wheel Drive,21–28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB0JV043835,U14628Z,"{'Accidents or damage': 'At least 1 accident or damage reported', '1-owner vehicle': 'No', 'Personal use only': 'No'}",Colorado Auto Finders,"[('9/29/23', 'Listed', '$23,990'), ('11/03/23', '-$499', '$23,491')]"
https://www.cars.com/vehicledetail/26dae0a4-170a-4fc8-b806-b1ac85820e8e/,2022 MINI Countryman Cooper S ALL4,"8,702 mi.","$32,749",This is a good deal.,Moonwalk Gray Metallic,Carbon Black,All-wheel Drive,23–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMZ83BR07N3N50908,ATN3N50908,"{'Accidents or damage': 'None reported', '1-owner vehicle': 'Yes', 'Personal use only': 'Yes'}",Audi Denver,"[('9/29/23', 'Listed', '$35,749'), ('10/10/23', '-$400', '$35,349'), ('10/28/23', '-$1,000', '$34,349'), ('11/10/23', '-$1,600', '$32,749')]"
